event_types,u,i,ts
0,5,15,39628872
0,2,16,39629700
0,0,4,39629880
0,11,15,39630708
0,4,8,39630816
0,0,4,39631788
0,2,19,39633408
0,7,18,39633624
0,10,11,39633912
0,4,13,39634092
0,6,17,39636972
0,3,9,39637188
0,18,19,39637800
0,3,19,39638196
0,7,12,39639672
0,0,5,39639816
0,1,16,39640032
0,9,12,39640968
0,13,19,39641616
0,1,2,39642228
0,2,4,39642264
0,7,12,39642372
0,17,18,39642588
0,12,15,39642984
0,5,6,39643056
0,12,16,39643488
0,5,19,39644352
0,2,11,39644676
0,10,18,39644964
0,2,12,39645252
0,7,13,39645324
0,6,14,39645684
0,1,12,39646116
0,12,18,39647016
0,0,17,39647052
0,5,16,39650328
0,6,18,39651300
0,0,9,39651912
0,3,15,39653496
0,2,17,39653856
0,2,12,39654180
0,8,17,39655332
0,2,9,39656520
0,1,6,39657132
0,7,9,39658860
0,4,6,39658968
0,6,15,39658968
0,4,17,39659904
0,6,15,39660336
0,2,11,39660480
0,9,13,39660804
0,1,3,39663540
0,15,19,39664044
0,9,11,39664080
0,0,1,39664656
0,10,17,39664908
0,5,9,39665160
0,0,9,39665700
0,14,15,39666420
0,9,12,39666960
0,5,18,39668400
0,2,4,39668760
0,0,6,39669048
0,7,14,39669300
0,0,3,39669444
0,7,17,39671244
0,10,12,39671244
0,5,7,39671244
0,17,18,39671460
0,2,5,39671460
0,16,18,39671568
0,11,14,39671676
0,6,17,39671856
0,7,11,39672576
0,0,10,39673584
0,2,14,39674160
0,5,11,39674304
0,9,15,39674556
0,6,16,39675636
0,2,5,39676212
0,0,9,39676572
0,8,10,39677076
0,7,9,39677076
0,15,16,39678192
0,8,16,39678588
0,9,17,39678696
0,3,12,39678840
0,11,13,39680856
0,4,5,39682080
0,4,13,39682404
0,2,5,39682836
0,4,16,39683160
0,9,17,39683484
0,2,19,39685716
0,11,14,39686436
0,9,10,39687228
0,2,19,39692016
0,0,18,39692232
0,0,1,39693672
0,6,15,39695292
0,2,17,39695400
0,0,18,39695400
0,0,1,39695436
0,7,11,39696624
0,1,5,39697128
0,1,12,39698028
0,3,14,39698928
0,3,10,39699288
0,11,12,39700764
0,4,15,39701520
0,15,16,39701736
0,2,12,39702528
0,1,14,39702852
0,7,14,39702996
0,2,18,39704256
0,6,17,39704436
0,11,15,39704616
0,15,17,39704940
0,6,15,39705120
0,5,19,39706884
0,10,18,39706956
0,0,18,39706956
0,0,9,39707532
0,5,19,39708936
0,5,6,39709404
0,14,17,39710484
0,8,18,39711312
0,1,9,39711528
0,3,9,39713616
0,10,18,39713652
0,11,18,39713760
0,8,16,39714192
0,6,16,39715308
0,5,6,39716028
0,5,19,39716064
0,8,10,39717684
0,4,17,39720204
0,0,11,39720348
0,6,8,39723588
0,14,15,39729060
0,9,13,39731184
0,1,18,39732984
0,0,5,39734532
0,2,3,39736224
0,11,14,39738240
0,17,18,39739968
0,1,11,39742956
0,13,16,39743280
0,8,18,39766860
0,9,12,39768120
0,15,18,39778812
0,0,2,39779136
0,0,18,39779928
0,7,8,39779928
0,6,11,39782340
0,12,14,39783816
0,5,8,39792132
0,2,6,39836628
0,2,11,39853296
0,10,12,39854556
0,0,13,39854844
0,11,13,39863520
0,2,4,39866616
0,1,4,39875184
0,4,18,39878820
0,15,18,39881772
0,3,8,39885840
0,3,16,39887064
0,11,16,39906000
0,2,15,39906900
0,8,18,39908160
0,4,19,39908232
0,4,14,39908772
0,0,9,39908772
0,4,16,39920472
0,13,18,39922128
0,10,15,39922416
0,5,13,39932280
0,1,18,39938328
0,4,19,39944808
0,9,18,39945708
0,15,19,39946068
0,7,15,39946680
0,10,13,39947652
0,11,18,39950856
0,3,15,39953304
0,16,18,39958668
0,7,14,39976380
0,11,13,39980772
0,9,18,39982500
0,5,15,39983868
0,7,17,39990492
0,11,13,40015980
0,9,10,40018536
0,3,7,40021200
0,3,12,40058496
0,13,18,40083336
0,5,11,40087692
0,15,19,40091904
0,18,19,40095180
0,11,15,40101228
0,3,17,40104000
0,16,18,40106772
0,1,7,40130856
0,5,15,40131432
0,4,19,40140216
0,7,9,40141476
0,1,12,40142232
0,1,4,40142592
0,3,5,40146336
0,10,13,40146840
0,4,15,40147776
0,11,13,40148964
0,1,6,40156308
0,14,18,40156668
0,5,11,40156740
0,6,13,40156992
0,8,11,40159548
0,10,12,40160016
0,4,18,40160340
0,5,6,40161492
0,3,10,40161600
0,1,11,40161852
0,1,13,40162068
0,1,14,40163112
0,2,10,40163328
0,3,17,40164048
0,15,17,40164300
0,3,16,40166064
0,2,14,40173912
0,6,13,40174236
0,6,17,40174560
0,4,16,40175820
0,5,17,40175856
0,10,19,40178016
0,12,14,40179636
0,5,17,40179888
0,11,12,40237704
0,7,10,40241628
0,0,4,40244976
0,2,7,40246416
0,8,14,40246632
0,5,6,40263516
0,6,9,40264596
0,6,17,40264848
0,4,17,40266108
0,2,11,40266576
0,4,17,40267836
0,3,12,40268304
0,7,8,40268592
0,16,18,40269096
0,18,19,40271004
0,0,19,40272660
0,9,12,40273740
0,1,17,40309020
0,10,15,40323780
0,8,9,40325688
0,15,19,40327956
0,5,6,40329216
0,4,15,40331232
0,4,18,40331520
0,0,19,40331556
0,2,15,40331916
0,7,13,40332708
0,12,16,40332996
0,8,10,40333896
0,2,7,40334256
0,8,12,40335516
0,9,11,40335660
0,1,4,40336560
0,2,6,40336668
0,1,18,40337028
0,2,5,40337136
0,6,7,40339872
0,6,14,40340124
0,1,4,40343580
0,1,16,40346712
0,3,11,40348332
0,14,15,40348764
0,11,13,40355748
0,4,7,40357080
0,5,18,40357116
0,0,16,40363704
0,16,17,40364640
0,3,5,40365000
0,5,13,40366296
0,13,14,40369860
0,1,2,40374252
0,2,6,40381164
0,2,8,40428612
0,3,18,40429512
0,4,13,40439376
0,4,12,40439376
0,4,5,40442544
0,13,19,40443624
0,9,15,40444488
0,7,10,40447908
0,3,15,40448880
0,11,17,40471056
0,0,2,40489524
0,0,10,40491936
0,4,15,40492980
0,2,5,40493124
0,2,7,40494312
0,0,9,40498344
0,2,9,40498416
0,4,13,40500144
0,5,7,40503132
0,5,6,40523328
0,6,17,40530672
0,5,19,40544208
0,0,14,40558356
0,2,19,40558644
0,2,8,40558752
0,4,14,40559904
0,1,16,40560156
0,5,8,40560228
0,1,6,40560408
0,10,17,40560552
0,5,11,40561992
0,2,8,40562316
0,7,15,40562928
0,2,12,40563360
0,14,18,40563900
0,11,19,40564440
0,1,18,40564764
0,10,14,40564980
0,6,19,40565592
0,7,10,40565916
0,2,17,40566384
0,1,16,40566636
0,15,16,40566672
0,0,12,40567176
0,9,12,40568220
0,4,7,40570524
0,13,17,40571028
0,14,17,40572144
0,0,15,40572828
0,1,16,40573008
0,5,8,40574268
0,7,12,40574664
0,7,15,40582368
0,11,13,40583520
0,3,4,40583736
0,6,7,40587372
0,13,14,40588020
0,13,17,40590360
0,3,19,40590504
0,0,11,40590612
0,0,2,40591368
0,9,12,40596084
0,13,15,40599108
0,9,15,40599540
0,11,16,40600836
0,3,12,40602492
0,10,13,40611996
0,10,17,40658832
0,12,15,40704948
0,4,16,40724136
0,2,11,40754592
0,7,19,40757076
0,11,17,40759560
0,6,18,40770828
0,1,3,40775112
0,3,10,40785984
0,2,19,40819032
0,2,6,40819284
0,0,15,40821588
0,8,15,40821804
0,1,2,40822020
0,9,14,40822200
0,0,16,40823244
0,14,19,40823532
0,0,9,40823568
0,14,19,40823928
0,0,13,40824900
0,0,5,40825692
0,0,19,40825764
0,2,4,40826484
0,4,12,40827852
0,14,18,40828356
0,10,11,40871700
0,14,17,40878072
0,0,10,40881312
0,12,14,40883544
0,5,11,40885920
0,8,10,40893372
0,1,19,40903920
0,1,10,40918032
0,4,12,40918536
0,10,15,40918896
0,11,12,40918968
0,8,13,40919904
0,0,1,40921560
0,4,7,40927500
0,7,14,40929300
0,0,2,40930164
0,0,19,40937112
0,2,4,40937580
0,3,6,40949208
0,7,10,40978764
0,13,18,40996512
0,3,17,41019228
0,0,16,41076252
0,5,10,41126508
0,4,19,41126508
0,1,15,41129316
0,4,14,41131548
0,8,18,41131944
0,6,15,41133312
0,4,8,41133960
0,4,13,41170068
0,3,5,41252256
0,7,11,41253300
0,0,7,41255748
0,0,6,41256000
0,4,12,41256792
0,13,17,41262552
0,10,14,41279220
0,7,10,41288832
0,6,11,41296356
0,14,16,41297868
0,2,11,41321520
0,3,15,41323176
0,12,19,41325300
0,1,15,41379228
0,11,16,41394204
0,9,15,41406912
0,4,9,41410764
0,1,19,41410980
0,4,12,41412312
0,3,15,41418756
0,7,16,41522400
0,11,13,41525280
0,8,9,41538348
0,4,17,41538384
0,1,16,41539932
0,7,11,41540616
0,5,14,41540652
0,5,12,41540868
0,7,15,41542056
0,16,19,41542092
0,11,13,41542164
0,1,12,41542668
0,7,9,41542848
0,7,11,41544360
0,1,10,41545728
0,15,17,41545764
0,2,14,41546232
0,0,2,41546304
0,0,8,41546484
0,8,15,41547456
0,0,7,41547816
0,5,6,41547888
0,1,9,41548140
0,1,7,41548752
0,15,16,41549112
0,16,18,41550120
0,12,18,41550372
0,1,9,41550408
0,0,9,41550552
0,8,10,41551560
0,9,10,41552316
0,12,18,41552352
0,11,19,41552496
0,2,13,41552532
0,8,11,41552604
0,1,18,41555088
0,1,18,41555304
0,9,16,41557284
0,2,10,41558076
0,0,3,41559552
0,8,13,41560452
0,5,11,41561100
0,11,14,41561172
0,3,10,41562756
0,5,11,41563476
0,6,15,41564880
0,5,8,41565852
0,5,18,41567004
0,0,4,41567148
0,1,11,41568660
0,3,7,41574492
0,14,18,41575068
0,3,12,41575824
0,7,11,41575968
0,0,1,41580144
0,5,12,41580252
0,7,17,41609232
0,0,8,41612292
0,11,15,41637816
0,1,19,41648400
0,9,19,41649444
0,13,16,41650740
0,9,16,41659452
0,2,9,41668200
0,12,16,41670684
0,9,18,41673456
0,6,12,41683680
0,18,19,41688936
0,14,15,41695272
0,18,19,41696640
0,4,14,41698440
0,3,5,41699124
0,6,9,41704668
0,12,17,41718240
0,3,17,41719068
0,7,16,41719572
0,5,6,41720472
0,3,16,41721696
0,9,13,41722956
0,10,19,41725116
0,3,15,41734764
0,16,19,41846112
0,3,18,41848200
0,10,15,41854392
0,0,19,41870772
0,1,3,41881248
0,1,6,41885064
0,7,9,41887080
0,7,16,41906304
0,7,14,41966784
0,4,17,41968260
0,2,9,41968836
0,17,19,41970168
0,3,7,41971968
0,7,15,41973588
0,12,14,41995764
0,13,16,41999580
0,8,9,42002712
0,0,11,42004836
0,4,8,42005124
0,12,16,42005736
0,11,16,42012576
0,0,5,42023844
0,13,14,42029244
0,12,15,42029748
0,11,18,42031368
0,15,18,42031944
0,7,18,42033024
0,2,10,42033276
0,10,17,42036552
0,6,19,42036588
0,14,16,42036624
0,2,19,42036732
0,12,15,42039036
0,9,11,42039972
0,1,14,42041916
0,2,9,42044328
0,1,2,42046596
0,1,15,42051924
0,15,18,42058440
0,2,15,42069456
0,6,7,42074028
0,10,15,42079392
0,0,10,42106140
0,5,19,42142140
0,4,6,42179904
0,4,17,42180984
0,12,19,42185088
0,9,17,42185340
0,0,18,42186600
0,3,19,42188148
0,2,11,42201576
0,1,19,42204168
0,7,16,42223248
0,10,12,42223428
0,5,10,42229944
0,0,14,42230844
0,3,15,42232104
0,2,6,42233400
0,11,16,42233940
0,9,11,42235164
0,8,15,42235380
0,2,11,42236424
0,5,15,42238692
0,2,19,42239916
0,12,17,42240168
0,8,12,42240276
0,14,19,42240348
0,9,16,42241428
0,7,11,42241500
0,1,12,42241860
0,2,16,42242220
0,14,15,42242580
0,8,14,42242796
0,3,5,42243372
0,5,12,42243444
0,2,10,42243804
0,2,5,42245352
0,0,4,42246144
0,5,13,42247800
0,1,15,42248124
0,10,16,42257484
0,4,13,42258564
0,13,17,42258960
0,15,18,42259752
0,0,14,42270480
0,11,13,42293484
0,11,17,42294708
0,15,19,42294960
0,3,18,42295356
0,5,11,42298416
0,11,14,42301332
0,0,1,42305472
0,10,16,42361704
0,0,6,42362064
0,14,17,42362748
0,13,18,42363612
0,1,9,42367248
0,1,3,42371352
0,4,18,42374124
0,2,9,42374556
0,6,15,42374988
0,11,19,42378012
0,3,17,42378228
0,5,13,42380352
0,12,19,42380964
0,1,19,42382584
0,7,11,42382800
0,7,8,42383772
0,12,14,42383880
0,1,17,42386472
0,14,17,42386724
0,17,18,42387444
0,1,6,42388236
0,13,18,42388308
0,8,14,42388596
0,5,12,42388704
0,1,18,42389136
0,3,12,42389964
0,13,19,42390036
0,11,19,42390396
0,16,18,42391548
0,12,17,42391908
0,11,13,42392304
0,12,19,42392700
0,3,12,42393888
0,6,14,42395832
0,12,14,42396912
0,10,18,42397236
0,2,13,42397488
0,7,13,42397668
0,0,2,42398136
0,3,4,42399432
0,0,2,42399468
0,16,18,42399864
0,8,10,42400512
0,4,12,42401808
0,16,18,42402384
0,7,13,42402456
0,2,13,42402528
0,8,14,42403320
0,12,19,42403320
0,3,15,42405084
0,3,9,42405156
0,9,14,42405408
0,7,16,42406452
0,16,18,42406488
0,11,15,42406812
0,3,16,42406884
0,1,5,42407460
0,15,17,42408468
0,10,17,42409548
0,6,12,42411024
0,5,17,42411708
0,8,11,42412068
0,4,12,42412932
0,6,11,42413040
0,5,16,42413904
0,12,17,42414192
0,9,15,42414480
0,5,11,42414660
0,4,19,42414840
0,0,1,42414948
0,1,7,42415452
0,3,6,42416316
0,7,13,42416964
0,7,10,42417324
0,7,14,42418044
0,0,11,42418080
0,2,14,42419412
0,8,16,42420204
0,9,12,42420204
0,1,18,42420816
0,1,5,42422292
0,2,14,42422652
0,11,17,42423984
0,15,17,42424380
0,8,19,42427584
0,0,6,42429564
0,6,11,42429996
0,3,10,42432084
0,4,15,42432876
0,7,17,42432948
0,3,11,42432984
0,5,16,42433812
0,4,14,42436944
0,12,15,42437124
0,8,19,42439068
0,15,16,42439752
0,3,7,42441552
0,7,14,42442092
0,8,18,42443208
0,11,18,42448284
0,1,19,42452676
0,4,6,42457860
0,7,11,42486624
0,8,13,42490908
0,4,7,42491772
0,4,12,42492564
0,12,16,42494796
0,7,9,42495732
0,13,19,42495840
0,9,15,42496776
0,0,6,42497856
0,1,14,42497892
0,1,4,42498072
0,5,10,42498972
0,9,19,42499224
0,6,14,42499512
0,6,10,42507792
0,5,17,42508440
0,8,16,42508728
0,11,18,42509124
0,10,16,42510312
0,2,6,42510816
0,13,18,42511788
0,18,19,42511860
0,1,6,42512004
0,0,4,42512544
0,12,16,42514128
0,0,19,42514524
0,8,9,42514596
0,7,15,42514704
0,6,17,42515496
0,13,18,42522156
0,6,19,42522804
0,3,14,42523776
0,4,10,42524100
0,1,19,42524604
0,8,18,42524640
0,13,17,42524676
0,9,12,42525396
0,15,16,42526440
0,4,8,42528816
0,5,16,42529212
0,1,5,42530076
0,1,19,42530328
0,2,13,42530760
0,8,10,42531984
0,0,14,42532452
0,14,17,42533352
0,0,14,42534288
0,15,17,42534468
0,3,13,42535224
0,3,7,42535296
0,2,11,42535584
0,12,16,42536592
0,15,18,42548220
0,0,2,42549372
0,9,16,42629688
0,5,16,42632208
0,2,5,42633144
0,3,5,42642000
0,2,8,42655824
0,1,6,42657228
0,11,13,42658308
0,11,19,42659460
0,6,9,42660216
0,0,18,42663204
0,14,16,42664860
0,11,12,42665256
0,11,19,42667524
0,0,5,42669324
0,2,10,42669576
0,7,12,42669720
0,2,19,42670800
0,10,17,42671808
0,1,17,42679728
0,5,18,42693840
0,1,10,42695496
0,4,17,42698628
0,7,10,42698700
0,8,13,42700212
0,11,14,42701976
0,9,12,42702300
0,6,16,42703272
0,7,11,42703992
0,5,10,42706584
0,6,14,42709932
0,2,17,42710364
0,13,19,42710436
0,6,16,42710976
0,3,11,42711012
0,5,8,42711372
0,9,12,42713640
0,0,11,42714036
0,6,7,42721308
0,0,5,42722244
0,6,8,42722820
0,11,18,42723468
0,4,5,42727464
0,11,14,42732324
0,16,19,42741576
0,7,10,42748812
0,17,18,42751080
0,6,7,42754212
0,0,6,42783228
0,6,11,42812496
0,7,19,42822756
0,12,13,42834168
0,15,16,42835932
0,6,15,42836364
0,0,2,42840576
0,1,15,42840792
0,0,2,42841332
0,11,17,42852780
0,9,17,42852960
0,9,11,42857172
0,12,17,42857640
0,10,18,42858936
0,16,18,42865200
0,13,17,42868944
0,4,9,42874164
0,5,8,42876432
0,1,2,42879528
0,8,18,42881940
0,11,13,42883848
0,4,18,42884568
0,17,18,42887268
0,14,19,42890580
0,3,19,42891984
0,4,8,42912288
0,8,18,42912864
0,14,17,42914664
0,4,18,42919956
0,7,12,42923268
0,17,18,42925464
0,2,15,42926148
0,8,12,42926256
0,3,17,42928704
0,2,19,42930540
0,1,3,42932556
0,13,15,42938856
0,17,19,43023636
0,3,15,43024248
0,2,3,43027452
0,3,6,43041672
0,8,10,43041708
0,13,19,43042068
0,6,7,43068420
0,8,14,43073064
0,15,17,43074468
0,2,5,43076880
0,15,19,43077924
0,8,12,43078104
0,8,19,43078752
0,6,16,43080840
0,1,15,43080912
0,1,19,43080912
0,9,16,43081092
0,2,17,43081848
0,15,18,43082100
0,5,8,43082208
0,12,16,43086312
0,2,16,43086816
0,15,18,43087032
0,7,11,43087104
0,2,16,43087680
0,9,18,43091064
0,4,17,43092540
0,13,16,43093512
0,5,13,43097112
0,13,16,43114536
0,1,13,43115472
0,0,3,43116768
0,4,5,43117668
0,2,19,43118136
0,3,5,43129836
0,9,16,43147548
0,5,19,43147836
0,5,13,43149672
0,4,7,43149708
0,3,8,43150824
0,9,15,43150860
0,1,11,43151544
0,13,18,43151580
0,5,19,43151832
0,0,15,43153344
0,3,9,43153920
0,0,12,43155288
0,7,14,43165656
0,4,5,43167960
0,0,14,43173720
0,10,11,43174008
0,2,4,43181676
0,0,7,43182396
0,4,7,43182792
0,13,15,43186572
0,4,5,43187292
0,18,19,43190280
0,1,16,43190496
0,5,13,43266204
0,6,8,43311780
0,3,16,43389288
0,0,5,43422372
0,4,8,43422768
0,2,6,43426908
0,9,15,43426908
0,3,12,43441884
0,11,13,43443144
0,3,19,43448760
0,0,19,43467228
0,7,14,43489224
0,3,16,43508196
0,8,16,43508304
0,7,12,43509672
0,3,11,43510896
0,14,19,43516152
0,10,17,43516296
0,2,7,43518564
0,13,14,43535160
0,6,15,43542612
0,5,8,43544340
0,1,15,43546248
0,6,11,43546464
0,7,16,43546968
0,1,5,43548732
0,11,16,43572348
0,0,16,43613352
0,13,19,43621020
0,8,12,43621308
0,0,3,43621344
0,10,19,43622748
0,9,12,43623900
0,12,15,43624728
0,8,16,43626636
0,1,12,43628364
0,0,8,43630560
0,3,17,43690068
0,0,13,43743888
0,15,19,43744104
0,0,10,43775244
0,13,19,43776828
0,15,16,43778088
0,2,7,43779852
0,9,12,43782912
0,0,7,43783128
0,3,6,43783524
0,10,16,43784064
0,7,9,43785576
0,14,17,43785864
0,16,19,43786440
0,4,19,43789464
0,8,9,43856100
0,4,12,43858620
0,6,14,43860456
0,6,11,43886196
0,14,17,43888140
0,10,18,43894008
0,4,7,43926120
0,11,19,43932960
0,9,10,43941312
0,16,19,43941744
0,8,19,43943832
0,2,15,43943868
0,8,9,43944732
0,1,17,43945056
0,4,18,43946568
0,2,17,43948584
0,1,9,43948764
0,12,15,43950708
0,14,15,43953300
0,5,15,43953408
0,10,14,43953804
0,0,17,43955316
0,0,17,43955820
0,4,7,43959060
0,15,18,43960644
0,1,8,43961112
0,0,7,43961616
0,10,13,43962156
0,4,13,43962156
0,1,12,43962264
0,12,18,43962948
0,6,16,43963092
0,3,18,43965720
0,4,11,43966548
0,5,12,43968960
0,1,17,43969392
0,4,8,43970976
0,1,9,43971120
0,2,3,43971588
0,4,12,43972128
0,3,7,43973388
0,4,6,43976664
0,9,18,43977816
0,2,14,43987824
0,5,17,43991244
0,10,11,44016156
0,0,2,44017488
0,4,16,44017704
0,0,5,44019072
0,5,13,44020872
0,8,18,44022924
0,2,15,44023392
0,3,4,44023572
0,15,18,44023824
0,6,9,44024796
0,5,9,44025552
0,0,18,44025804
0,3,11,44026596
0,1,8,44026668
0,1,16,44027136
0,9,16,44028036
0,3,4,44029692
0,0,16,44030628
0,10,19,44030736
0,4,5,44031276
0,0,14,44036892
0,0,12,44037936
0,3,16,44038692
0,11,12,44038872
0,7,8,44039736
0,1,10,44040924
0,10,14,44048916
0,2,16,44083188
0,5,18,44140752
0,0,8,44141076
0,8,19,44146044
0,0,9,44146800
0,8,11,44151624
0,3,6,44202312
0,6,7,44230500
0,12,18,44232084
0,3,12,44244180
0,0,6,44267580
0,9,19,44268480
0,16,17,44268624
0,5,13,44275032
0,5,15,44277192
0,0,7,44277588
0,3,10,44279244
0,9,19,44280000
0,3,16,44281476
0,3,4,44281656
0,0,15,44281656
0,5,14,44282592
0,6,16,44283672
0,5,13,44285076
0,1,4,44286192
0,0,16,44286192
0,2,15,44286480
0,0,17,44286804
0,5,14,44287344
0,1,12,44287920
0,2,9,44288172
0,1,6,44288172
0,17,18,44291448
0,2,4,44298576
0,7,10,44299188
0,13,16,44305056
0,0,11,44305128
0,6,13,44306496
0,7,11,44307792
0,6,7,44313300
0,9,15,44315172
0,3,12,44319276
0,3,8,44328096
0,7,12,44331048
0,10,16,44334360
0,5,9,44335764
0,5,10,44337456
0,3,7,44339940
0,12,14,44341344
0,1,4,44342352
0,4,12,44358300
0,5,11,44384976
0,16,17,44391384
0,2,4,44399304
0,5,7,44401068
0,1,7,44402328
0,6,12,44404632
0,10,15,44405784
0,7,14,44416800
0,12,16,44534052
0,6,12,44536356
0,10,11,44537508
0,8,15,44539920
0,3,14,44543520
0,12,15,44546436
0,3,16,44567964
0,8,19,44570268
0,4,14,44574768
0,16,19,44578872
0,3,12,44586360
0,4,12,44620236
0,11,12,44622252
0,3,15,44624304
0,13,19,44639676
0,5,16,44690796
0,5,17,44744076
0,0,9,44745156
0,4,15,44784612
0,2,14,44787600
0,6,7,44788716
0,8,11,44793756
0,3,7,44793864
0,0,5,44796132
0,7,11,44821044
0,1,18,44821548
0,10,11,44881884
0,0,2,44903484
0,7,11,44904060
0,3,14,44904096
0,8,10,44904276
0,0,18,44905356
0,6,7,44905428
0,0,18,44907516
0,11,16,44909892
0,18,19,44910432
0,2,16,44910504
0,12,18,44912484
0,1,5,44920728
0,2,18,44924832
0,5,11,44926272
0,4,6,44926272
0,8,11,44926668
0,2,15,44927028
0,5,11,44927460
0,10,19,44928324
0,0,19,44931852
0,13,16,44932392
0,0,11,44934372
0,9,19,44934372
0,1,12,44934768
0,7,15,44936028
0,3,17,44938080
0,8,19,44938296
0,5,17,44940276
0,9,18,44985852
0,2,19,45028440
0,5,7,45041616
0,4,10,45042768
0,5,14,45047484
0,6,13,45052740
0,8,14,45053784
0,9,11,45053928
0,7,19,45057528
0,6,17,45063648
0,3,4,45080964
0,0,5,45082476
0,13,18,45083376
0,8,13,45084420
0,3,5,45086004
0,1,5,45091152
0,2,5,45092448
0,10,15,45094212
0,15,19,45100152
0,2,5,45101088
0,8,11,45103896
0,12,13,45106344
0,11,16,45112572
0,0,17,45114084
0,2,6,45115452
0,13,17,45117576
0,8,16,45121140
0,0,17,45232308
0,2,5,45233064
0,12,13,45241668
0,6,19,45250740
0,2,14,45252936
0,1,5,45257616
0,8,16,45257652
0,15,16,45258084
0,2,17,45260640
0,2,11,45261252
0,7,8,45264312
0,12,14,45265248
0,5,12,45265572
0,7,19,45267624
0,2,4,45268380
0,5,13,45269028
0,0,10,45270504
0,16,17,45271404
0,12,17,45273744
0,6,8,45274392
0,0,13,45276264
0,7,14,45276516
0,2,14,45276804
0,10,17,45276948
0,11,17,45278172
0,14,15,45278820
0,10,18,45281052
0,13,19,45281916
0,1,9,45283140
0,2,13,45285696
0,5,17,45286920
0,7,9,45286992
0,8,11,45287676
0,13,18,45287676
0,5,12,45287856
0,10,19,45287928
0,7,11,45288036
0,8,11,45289008
0,1,13,45289188
0,9,15,45289332
0,3,12,45289584
0,1,15,45289692
0,4,16,45290736
0,8,16,45291060
0,8,18,45291096
0,3,9,45291708
0,9,13,45291852
0,4,11,45292968
0,12,14,45292968
0,10,16,45293364
0,0,13,45293436
0,3,7,45293724
0,2,13,45293976
0,0,11,45294228
0,10,14,45295272
0,7,12,45296100
0,1,13,45296568
0,1,5,45296712
0,3,13,45296748
0,7,11,45296964
0,11,13,45297324
0,9,13,45297792
0,0,5,45298080
0,3,17,45298224
0,4,16,45298656
0,2,14,45298908
0,1,6,45299376
0,4,13,45299520
0,1,19,45299988
0,5,18,45300276
0,3,12,45301788
0,5,18,45302400
0,6,17,45302976
0,10,18,45303012
0,1,10,45306792
0,3,15,45307908
0,1,15,45308124
0,3,5,45311616
0,7,12,45312732
0,0,15,45342972
0,7,11,45343764
0,4,15,45346464
0,8,13,45346788
0,1,18,45347148
0,5,6,45347184
0,4,12,45348660
0,6,9,45348660
0,0,11,45349740
0,7,10,45350676
0,10,13,45354564
0,10,12,45385308
0,0,6,45390708
0,1,13,45394488
0,6,11,45401868
0,1,9,45404928
0,1,14,45416916
0,5,8,45419004
0,0,3,45419724
0,2,5,45421920
0,0,9,45431208
0,11,12,45431676
0,5,19,45434844
0,9,12,45439596
0,18,19,45478116
0,4,6,45496512
0,2,7,45497592
0,3,5,45499428
0,4,15,45499860
0,6,8,45500076
0,3,7,45500508
0,6,11,45501156
0,1,13,45502056
0,6,12,45504612
0,2,11,45505368
0,0,5,45507492
0,5,6,45507744
0,0,18,45508500
0,3,8,45510588
0,1,6,45511092
0,0,7,45511452
0,0,17,45511524
0,6,14,45511704
0,16,19,45512208
0,0,10,45513720
0,11,18,45515808
0,3,19,45517896
0,4,18,45518580
0,0,17,45520308
0,4,19,45520704
0,2,9,45521532
0,13,15,45523620
0,7,17,45525492
0,2,16,45527652
0,3,9,45540288
0,8,16,45541152
0,2,16,45544536
0,0,15,45554832
0,8,9,45565920
0,2,3,45566712
0,5,13,45567180
0,6,18,45568260
0,7,19,45569592
0,13,18,45569664
0,1,4,45570708
0,6,8,45572688
0,3,6,45573552
0,3,19,45574380
0,16,17,45575244
0,4,8,45575280
0,4,11,45575316
0,10,16,45575496
0,8,15,45577188
0,11,15,45577368
0,10,17,45577872
0,10,14,45579888
0,16,17,45581940
0,0,19,45583524
0,5,16,45586440
0,5,6,45591156
0,4,5,45593352
0,7,19,45594648
0,0,14,45596448
0,3,16,45596736
0,14,16,45598248
0,1,7,45598392
0,1,5,45598536
0,8,19,45599184
0,1,4,45601812
0,2,10,45602928
0,3,18,45606780
0,1,13,45609048
0,2,10,45610128
0,1,4,45611820
0,1,7,45613224
0,7,9,45617616
0,14,19,45618768
0,9,10,45618804
0,7,12,45622332
0,1,14,45626148
0,10,16,45630756
0,11,18,45649260
0,3,19,45671868
0,4,19,45673668
0,17,19,45677916
0,3,4,45680112
0,8,13,45708552
0,11,14,45709560
0,4,6,45712224
0,11,12,45737388
0,1,19,45739044
0,1,9,45743292
0,10,19,45749628
0,3,17,45751392
0,8,19,45754776
0,12,13,45754812
0,14,16,45754956
0,7,18,45761040
0,15,17,45766584
0,11,14,45798336
0,0,3,45799164
0,0,8,45815364
0,5,19,45816012
0,12,15,45816372
0,4,17,45817704
0,6,18,45819252
0,17,18,45822960
0,2,6,45840492
0,5,6,45896508
0,18,19,45926460
0,4,7,45928476
0,0,8,45929052
0,3,6,45929664
0,3,4,45944712
0,8,16,45974592
0,5,6,45992052
0,17,19,45994500
0,3,13,45995760
0,0,13,45996048
0,0,15,46004976
0,2,12,46007856
0,12,15,46009836
0,6,9,46023696
0,6,7,46086840
0,2,19,46087056
0,10,16,46088676
0,6,11,46092312
0,7,16,46095948
0,9,10,46097280
0,1,11,46097460
0,0,13,46098036
